@nx_unlink_indirect_call_register_in_if.then47|1|1/1/1/1
@nx_unlink_indirect_call_register_in_if.then66|1|1/1/1/1
@nx_vsyslog_indirect_call_register_in_if.then|1|1/1/1/1
@nxsem_foreachholder_indirect_call_register_in_cond.end|1|1/1/1/1
@nxsig_dispatch_kernel_action_indirect_call_register_in_if.then|1|1/1/1/1
@nxtask_startup_indirect_call_register_in_cond.end|1|1/1/1/1
@oneshot_ioctl_indirect_call_register_in_clkcnt_delta_time2cnt.exit|1|1/1/1/1
@oneshot_ioctl_indirect_call_register_in_cond.end10|1|1/1/1/1
@oneshot_ioctl_indirect_call_register_in_sw.bb28|1|1/1/1/1
@oneshot_ioctl_indirect_call_register_in_sw.bb32|1|1/1/1/1
@open_blockdriver_indirect_call_register_in_if.then4|1|1/1/1/1
@open_mountpoint_indirect_call_register_in_if.end|1|1/1/1/1
@parse_block_partition_indirect_call_register_in_if.else|1|1/1/1/1
@parse_block_partition_indirect_call_register_in_land.lhs.true|1|1/1/1/1
@parse_mtd_partition_indirect_call_register_in_entry|1|1/1/1/1
@part_close_indirect_call_register_in_if.then|1|1/1/1/1
@part_geometry_indirect_call_register_in_entry|1|1/1/1/1
@part_ioctl_indirect_call_register_in_if.end11|1|1/1/1/1
@part_open_indirect_call_register_in_if.then|1|1/1/1/1
@part_read_indirect_call_register_in_if.end|1|1/1/1/1
@part_write_indirect_call_register_in_if.end|1|1/1/1/1
@poll_notify_indirect_call_register_in_do.end|1|1/1/1/1
@procfs_close_indirect_call_register_in_if.then|1|1/1/1/1
@procfs_closedir_indirect_call_register_in_if.then|1|1/1/1/1
@procfs_dup_indirect_call_register_in_cond.end|1|1/1/1/1
@procfs_open_indirect_call_register_in_cond.end|1|1/1/1/1
@procfs_opendir_indirect_call_register_in_if.end42|1|1/1/1/1
@procfs_poll_indirect_call_register_in_if.then|1|1/1/1/1
@procfs_read_indirect_call_register_in_cond.end|1|1/1/1/1
@procfs_readdir_indirect_call_register_in_cond.end190|1|1/1/1/1
@procfs_stat_indirect_call_register_in_cond.end|1|1/1/1/1
@procfs_write_indirect_call_register_in_if.then|1|1/1/1/1
@proxy_fstat_indirect_call_register_in_if.then|1|1/1/1/1
@ps_output_indirect_call_register_in_entry|1|1/1/1/1
@ps_readprocfs_indirect_call_register_in_if.then|1|1/1/1/1
@ps_title_indirect_call_register_in_entry|1|1/1/1/1
@psci_cpu_off_indirect_call_register_in_if.end|1|1/1/1/1
@psci_cpu_on_indirect_call_register_in_if.end|1|1/1/1/1
@psci_get_version_indirect_call_register_in_entry|1|1/1/1/1
